IPC-Section,Description,Offense,,,
253,if someone knowingly possesses a fraudulent indian coin and intends to commit fraud or is aware that a fraud has already been committed with that coin,"Arjun, with full knowledge of the fraudulent nature of an Indian coin, plans to use it for deceptive transactions, showing an intent to commit fraud.",,,
254,"anyone who knowingly passes or tries to convince others that a coin is genuine or of a different type than it actually is, and the coin has been altered","Raj knowingly tries to persuade his friends that the antique coin is rare and valuable, concealing its altered state to enhance its worth.",,,
254,"anyone who knowingly passes or tries to convince others that a coin is genuine or of a different type than it actually is, and the coin has been altered","Sneha intentionally misrepresents the authenticity of a modified coin, attempting to convince collectors that it is a genuine historical artifact.",,,
254,"anyone who knowingly passes or tries to convince others that a coin is genuine or of a different type than it actually is, and the coin has been altered","Arjun, fully aware of the altered coin's true nature, dishonestly passes it off as a rare and unaltered currency to unsuspecting buyers.",,,
255,anyone who makes or assists in making fake government revenue stamps,"Raj, with the help of Priya, counterfeits government revenue stamps to evade taxes and accumulate illegal gains.",,,
255,anyone who makes or assists in making fake government revenue stamps,"Sneha conspires with Arjun to produce fake government revenue stamps, engaging in fraudulent activities for personal financial gain.",,,
255,anyone who makes or assists in making fake government revenue stamps,"Aman and Aisha collaborate in the illicit production of counterfeit government revenue stamps, aiming to deceive authorities and avoid legitimate payments.",,,
256,anyone found with instruments or materials intended for making fake government revenue stamps,"Raj, caught with counterfeit stamp-making tools, faces legal consequences for attempting to forge government revenue stamps.",,,
256,anyone found with instruments or materials intended for making fake government revenue stamps,Priya's possession of materials for creating fake government revenue stamps results in a serious legal investigation.,,,
256,anyone found with instruments or materials intended for making fake government revenue stamps,"Arjun, discovered with instruments used in the production of forged revenue stamps, is now under scrutiny by law enforcement.",,,
257,"anyone who makes, buys, sells, or deals with instruments meant for counterfeiting government revenue stamps","Rajesh was apprehended for manufacturing fake government revenue stamps, violating the law on counterfeiting instruments.",,,
257,"anyone who makes, buys, sells, or deals with instruments meant for counterfeiting government revenue stamps",Sneha faced legal consequences for her involvement in the sale of counterfeit government revenue stamp-making equipment.,,,
257,"anyone who makes, buys, sells, or deals with instruments meant for counterfeiting government revenue stamps","Arjun, a known dealer, was arrested for trading in instruments used to create fake government revenue stamps.",,,
